artist_id,artist_name,followers,popularity,genres,num_genres,log_followers,faixa_popularidade_nomeada,popularity_scaled,log_followers_scaled,num_genres_scaled
2otRZcOVNcmdkZ5nEoogy6,Dead by April,425680,54,metalcore,1,12.961445518449976,Artistas de Nicho,0.5208333333333334,0.5113644220664388,0.08333333333333333
3VVLqeEqQQqTgT8YhfY9Z6,Emmit Fenn,264051,65,,0,12.48390133242944,Artistas de Nicho,0.6354166666666666,0.4709194878904077,0.0
0nTbVTXLLbBA4xCtn0cFkv,Myon,23198,45,"progressive trance, trance, chillstep, edm, melodic bass",5,10.051864453277146,Descobertas Locais,0.4270833333333333,0.26494153994243574,0.41666666666666663
3Ayl7mCk0nScecqOzvNp6s,Jimmy Eat World,1713862,70,"emo, pop punk, emo pop",3,14.354260444956958,Mainstream Regional,0.6875,0.6293269262095549,0.25
1LFHqGsLJjUP2jqIAznlLm,Bryan Sutton,15396,45,"bluegrass, newgrass",2,9.641927964229918,Descobertas Locais,0.4270833333333333,0.23022254471388648,0.16666666666666666
3h8OjAdgYXVRoMZ8jFd6Uw,Paco de Lucía,593453,56,flamenco,1,13.29371498370964,Promissores,0.5416666666666666,0.5395055177902055,0.08333333333333333
7xTKLpo7UCzXSnlH7fOIoM,Redman,1305925,66,"east coast hip hop, hip hop, hardcore hip hop",3,14.082422925651166,Mainstream Regional,0.6458333333333334,0.6063040292782425,0.25
2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,2071240,70,"synthpop, new wave",2,14.543658502511297,Mainstream Regional,0.6875,0.6453677287051045,0.16666666666666666
2LIAgeQ5NZurwixfoG3CWZ,Alkaline,655923,59,"dancehall, soca, riddim, reggae",4,13.393800207556136,Promissores,0.5729166666666666,0.5479820952650505,0.3333333333333333
7oB2HtJV1OC4lrAITFO0GG,The Fresh Beat Band,18621,24,children's music,1,9.832098956448474,Descobertas Locais,0.20833333333333334,0.24632880982531902,0.08333333333333333
0BLa22ZCJcTxW78hoNlFA9,Padre Marcelo Rossi,1355907,65,gospel,1,14.119981898573123,Mainstream Regional,0.6354166666666666,0.6094850337423665,0.08333333333333333
